area_name,area_code,date,new_cases,total_cases
Barking and Dagenham,E09000002,31/01/2020,0,0
Barking and Dagenham,E09000002,01/02/2020,0,0
Barking and Dagenham,E09000002,02/02/2020,0,0
Barking and Dagenham,E09000002,03/02/2020,0,0
Barking and Dagenham,E09000002,04/02/2020,0,0
Barking and Dagenham,E09000002,05/02/2020,0,0
Barking and Dagenham,E09000002,06/02/2020,0,0
Barking and Dagenham,E09000002,07/02/2020,0,0
Barking and Dagenham,E09000002,08/02/2020,0,0
Barking and Dagenham,E09000002,09/02/2020,0,0
Barking and Dagenham,E09000002,10/02/2020,0,0
Barking and Dagenham,E09000002,11/02/2020,0,0
Barking and Dagenham,E09000002,12/02/2020,0,0
Barking and Dagenham,E09000002,13/02/2020,0,0
Barking and Dagenham,E09000002,14/02/2020,0,0
Barking and Dagenham,E09000002,15/02/2020,0,0
Barking and Dagenham,E09000002,16/02/2020,0,0
Barking and Dagenham,E09000002,17/02/2020,0,0
Barking and Dagenham,E09000002,18/02/2020,0,0
Barking and Dagenham,E09000002,19/02/2020,0,0
Barking and Dagenham,E09000002,20/02/2020,0,0
Barking and Dagenham,E09000002,21/02/2020,0,0
Barking and Dagenham,E09000002,22/02/2020,0,0
Barking and Dagenham,E09000002,23/02/2020,0,0
Barking and Dagenham,E09000002,24/02/2020,0,0
Barking and Dagenham,E09000002,25/02/2020,0,0
Barking and Dagenham,E09000002,26/02/2020,0,0
Barking and Dagenham,E09000002,27/02/2020,0,0
Barking and Dagenham,E09000002,28/02/2020,0,0
Barking and Dagenham,E09000002,29/02/2020,0,0
Barking and Dagenham,E09000002,01/03/2020,1,1
Barking and Dagenham,E09000002,02/03/2020,0,1
Barking and Dagenham,E09000002,03/03/2020,0,1
Barking and Dagenham,E09000002,04/03/2020,0,1
Barking and Dagenham,E09000002,05/03/2020,0,1
Barking and Dagenham,E09000002,06/03/2020,1,2
Barking and Dagenham,E09000002,07/03/2020,0,2
Barking and Dagenham,E09000002,08/03/2020,1,3
Barking and Dagenham,E09000002,09/03/2020,1,4
Barking and Dagenham,E09000002,10/03/2020,0,4
Barking and Dagenham,E09000002,11/03/2020,1,5
Barking and Dagenham,E09000002,12/03/2020,4,9
Barking and Dagenham,E09000002,13/03/2020,1,10
Barking and Dagenham,E09000002,14/03/2020,2,12
Barking and Dagenham,E09000002,15/03/2020,4,16
Barking and Dagenham,E09000002,16/03/2020,4,20
Barking and Dagenham,E09000002,17/03/2020,5,25
Barking and Dagenham,E09000002,18/03/2020,5,30
Barking and Dagenham,E09000002,19/03/2020,4,34
Barking and Dagenham,E09000002,20/03/2020,9,43
Barking and Dagenham,E09000002,21/03/2020,10,53
Barking and Dagenham,E09000002,22/03/2020,7,60
Barking and Dagenham,E09000002,23/03/2020,11,71
Barking and Dagenham,E09000002,24/03/2020,12,83
Barking and Dagenham,E09000002,25/03/2020,11,94
Barking and Dagenham,E09000002,26/03/2020,7,101
Barking and Dagenham,E09000002,27/03/2020,12,113
Barking and Dagenham,E09000002,28/03/2020,11,124
Barking and Dagenham,E09000002,29/03/2020,11,135
Barking and Dagenham,E09000002,30/03/2020,10,145
Barking and Dagenham,E09000002,31/03/2020,19,164
Barking and Dagenham,E09000002,01/04/2020,22,186
Barking and Dagenham,E09000002,02/04/2020,26,212
Barking and Dagenham,E09000002,03/04/2020,17,229
Barking and Dagenham,E09000002,04/04/2020,17,246
Barking and Dagenham,E09000002,05/04/2020,19,265
Barking and Dagenham,E09000002,06/04/2020,13,278
Barking and Dagenham,E09000002,07/04/2020,22,300
Barking and Dagenham,E09000002,08/04/2020,21,321
Barking and Dagenham,E09000002,09/04/2020,15,336
Barking and Dagenham,E09000002,10/04/2020,11,347
Barking and Dagenham,E09000002,11/04/2020,9,356
Barking and Dagenham,E09000002,12/04/2020,18,374
Barking and Dagenham,E09000002,13/04/2020,18,392
Barking and Dagenham,E09000002,14/04/2020,14,406
Barking and Dagenham,E09000002,15/04/2020,12,418
Barking and Dagenham,E09000002,16/04/2020,12,430
Barking and Dagenham,E09000002,17/04/2020,9,439
Barking and Dagenham,E09000002,18/04/2020,7,446
Barking and Dagenham,E09000002,19/04/2020,15,461
Barking and Dagenham,E09000002,20/04/2020,7,468
Barking and Dagenham,E09000002,21/04/2020,14,482
Barking and Dagenham,E09000002,22/04/2020,9,491
Barking and Dagenham,E09000002,23/04/2020,11,502
Barking and Dagenham,E09000002,24/04/2020,3,505
Barking and Dagenham,E09000002,25/04/2020,7,512
Barking and Dagenham,E09000002,26/04/2020,10,522
Barking and Dagenham,E09000002,27/04/2020,8,530
Barking and Dagenham,E09000002,28/04/2020,6,536
Barking and Dagenham,E09000002,29/04/2020,7,543
Barking and Dagenham,E09000002,30/04/2020,5,548
Barking and Dagenham,E09000002,01/05/2020,11,559
Barking and Dagenham,E09000002,02/05/2020,6,565
Barking and Dagenham,E09000002,03/05/2020,8,573
Barking and Dagenham,E09000002,04/05/2020,4,577
Barking and Dagenham,E09000002,05/05/2020,6,583
Barking and Dagenham,E09000002,06/05/2020,4,587
Barking and Dagenham,E09000002,07/05/2020,6,593
Barking and Dagenham,E09000002,08/05/2020,6,599
Barking and Dagenham,E09000002,09/05/2020,4,603
Barking and Dagenham,E09000002,10/05/2020,7,610
Barking and Dagenham,E09000002,11/05/2020,7,617
Barking and Dagenham,E09000002,12/05/2020,3,620
Barking and Dagenham,E09000002,13/05/2020,11,631
Barking and Dagenham,E09000002,14/05/2020,2,633
Barking and Dagenham,E09000002,15/05/2020,1,634
Barking and Dagenham,E09000002,16/05/2020,2,636
Barking and Dagenham,E09000002,17/05/2020,1,637
Barking and Dagenham,E09000002,18/05/2020,2,639
Barking and Dagenham,E09000002,19/05/2020,5,644
Barking and Dagenham,E09000002,20/05/2020,4,648
Barking and Dagenham,E09000002,21/05/2020,4,652
Barking and Dagenham,E09000002,22/05/2020,1,653
Barking and Dagenham,E09000002,23/05/2020,2,655
Barking and Dagenham,E09000002,24/05/2020,0,655
Barking and Dagenham,E09000002,25/05/2020,3,658
Barking and Dagenham,E09000002,26/05/2020,4,662
Barking and Dagenham,E09000002,27/05/2020,0,662
Barking and Dagenham,E09000002,28/05/2020,4,666
Barking and Dagenham,E09000002,29/05/2020,0,666
Barking and Dagenham,E09000002,30/05/2020,0,666
Barking and Dagenham,E09000002,31/05/2020,0,666
Barking and Dagenham,E09000002,01/06/2020,2,668
Barking and Dagenham,E09000002,02/06/2020,1,669
Barking and Dagenham,E09000002,03/06/2020,4,673
Barking and Dagenham,E09000002,04/06/2020,1,674
Barking and Dagenham,E09000002,05/06/2020,0,674
Barking and Dagenham,E09000002,06/06/2020,0,674
Barking and Dagenham,E09000002,07/06/2020,0,674
Barking and Dagenham,E09000002,08/06/2020,1,675
Barking and Dagenham,E09000002,09/06/2020,0,675
Barking and Dagenham,E09000002,10/06/2020,0,675
Barking and Dagenham,E09000002,11/06/2020,1,676
Barking and Dagenham,E09000002,12/06/2020,3,679
Barking and Dagenham,E09000002,13/06/2020,2,681
Barking and Dagenham,E09000002,14/06/2020,1,682
Barking and Dagenham,E09000002,15/06/2020,1,683
Barking and Dagenham,E09000002,16/06/2020,0,683
Barking and Dagenham,E09000002,17/06/2020,2,685
Barking and Dagenham,E09000002,18/06/2020,0,685
Barking and Dagenham,E09000002,19/06/2020,0,685
Barking and Dagenham,E09000002,20/06/2020,0,685
Barking and Dagenham,E09000002,21/06/2020,2,687
Barking and Dagenham,E09000002,22/06/2020,1,688
Barking and Dagenham,E09000002,23/06/2020,1,689
Barking and Dagenham,E09000002,24/06/2020,4,693
Barking and Dagenham,E09000002,25/06/2020,2,695
Barking and Dagenham,E09000002,26/06/2020,3,698
Barking and Dagenham,E09000002,27/06/2020,1,699
Barking and Dagenham,E09000002,28/06/2020,0,699
Barking and Dagenham,E09000002,29/06/2020,2,701
Barking and Dagenham,E09000002,30/06/2020,2,703
Barking and Dagenham,E09000002,01/07/2020,2,705
Barking and Dagenham,E09000002,02/07/2020,0,705
Barking and Dagenham,E09000002,03/07/2020,0,705
Barking and Dagenham,E09000002,04/07/2020,0,705
Barking and Dagenham,E09000002,05/07/2020,0,705
Barking and Dagenham,E09000002,06/07/2020,0,705
Barking and Dagenham,E09000002,07/07/2020,1,706
Barking and Dagenham,E09000002,08/07/2020,3,709
Barking and Dagenham,E09000002,09/07/2020,0,709
Barking and Dagenham,E09000002,10/07/2020,1,710
Barking and Dagenham,E09000002,11/07/2020,0,710
Barking and Dagenham,E09000002,12/07/2020,1,711
Barking and Dagenham,E09000002,13/07/2020,1,712
Barking and Dagenham,E09000002,14/07/2020,2,714
Barking and Dagenham,E09000002,15/07/2020,4,718
Barking and Dagenham,E09000002,16/07/2020,1,719
Barking and Dagenham,E09000002,17/07/2020,1,720
Barking and Dagenham,E09000002,18/07/2020,1,721
Barking and Dagenham,E09000002,19/07/2020,0,721
Barking and Dagenham,E09000002,20/07/2020,2,723
Barking and Dagenham,E09000002,21/07/2020,2,725
Barking and Dagenham,E09000002,22/07/2020,3,728
Barking and Dagenham,E09000002,23/07/2020,2,730
Barking and Dagenham,E09000002,24/07/2020,0,730
Barking and Dagenham,E09000002,25/07/2020,1,731
Barking and Dagenham,E09000002,26/07/2020,7,738
Barking and Dagenham,E09000002,27/07/2020,3,741
Barking and Dagenham,E09000002,28/07/2020,6,747
Barking and Dagenham,E09000002,29/07/2020,9,756
Barking and Dagenham,E09000002,30/07/2020,4,760
Barking and Dagenham,E09000002,31/07/2020,1,761
Barking and Dagenham,E09000002,01/08/2020,2,763
Barking and Dagenham,E09000002,02/08/2020,2,765
Barking and Dagenham,E09000002,03/08/2020,1,766
Barking and Dagenham,E09000002,04/08/2020,2,768
Barking and Dagenham,E09000002,05/08/2020,6,774
Barking and Dagenham,E09000002,06/08/2020,1,775
Barking and Dagenham,E09000002,07/08/2020,1,776
Barking and Dagenham,E09000002,08/08/2020,3,779
Barking and Dagenham,E09000002,09/08/2020,1,780
Barking and Dagenham,E09000002,10/08/2020,4,784
Barking and Dagenham,E09000002,11/08/2020,4,788
Barking and Dagenham,E09000002,12/08/2020,7,795
Barking and Dagenham,E09000002,13/08/2020,10,805
Barking and Dagenham,E09000002,14/08/2020,2,807
Barking and Dagenham,E09000002,15/08/2020,2,809
Barking and Dagenham,E09000002,16/08/2020,4,813
Barking and Dagenham,E09000002,17/08/2020,6,819
Barking and Dagenham,E09000002,18/08/2020,5,824
Barking and Dagenham,E09000002,19/08/2020,2,826
Barking and Dagenham,E09000002,20/08/2020,5,831
Barking and Dagenham,E09000002,21/08/2020,4,835
Barking and Dagenham,E09000002,22/08/2020,3,838
Barking and Dagenham,E09000002,23/08/2020,3,841
Barking and Dagenham,E09000002,24/08/2020,11,852
Barking and Dagenham,E09000002,25/08/2020,1,853
Barking and Dagenham,E09000002,26/08/2020,1,854
Barking and Dagenham,E09000002,27/08/2020,4,858
Barking and Dagenham,E09000002,28/08/2020,5,863
Barking and Dagenham,E09000002,29/08/2020,2,865
Barking and Dagenham,E09000002,30/08/2020,4,869
Barking and Dagenham,E09000002,31/08/2020,11,880
Barking and Dagenham,E09000002,01/09/2020,10,890
Barking and Dagenham,E09000002,02/09/2020,10,900
Barking and Dagenham,E09000002,03/09/2020,12,912
Barking and Dagenham,E09000002,04/09/2020,7,919
Barking and Dagenham,E09000002,05/09/2020,8,927
Barking and Dagenham,E09000002,06/09/2020,6,933
Barking and Dagenham,E09000002,07/09/2020,11,944
Barking and Dagenham,E09000002,08/09/2020,9,953
Barking and Dagenham,E09000002,09/09/2020,12,965
Barking and Dagenham,E09000002,10/09/2020,18,983
Barking and Dagenham,E09000002,11/09/2020,12,995
Barking and Dagenham,E09000002,12/09/2020,9,1004
Barking and Dagenham,E09000002,13/09/2020,7,1011
Barking and Dagenham,E09000002,14/09/2020,8,1019
Barking and Dagenham,E09000002,15/09/2020,5,1024
Barking and Dagenham,E09000002,16/09/2020,9,1033
Barking and Dagenham,E09000002,17/09/2020,24,1057
Barking and Dagenham,E09000002,18/09/2020,14,1071
Barking and Dagenham,E09000002,19/09/2020,12,1083
Barking and Dagenham,E09000002,20/09/2020,22,1105
Barking and Dagenham,E09000002,21/09/2020,11,1116
Barking and Dagenham,E09000002,22/09/2020,24,1140
Barking and Dagenham,E09000002,23/09/2020,30,1170
Barking and Dagenham,E09000002,24/09/2020,15,1185
Barking and Dagenham,E09000002,25/09/2020,25,1210
Barking and Dagenham,E09000002,26/09/2020,20,1230
Barking and Dagenham,E09000002,27/09/2020,7,1237
Barking and Dagenham,E09000002,28/09/2020,20,1257
Barking and Dagenham,E09000002,29/09/2020,14,1271
Barking and Dagenham,E09000002,30/09/2020,26,1297
Barking and Dagenham,E09000002,01/10/2020,17,1314
Barking and Dagenham,E09000002,02/10/2020,13,1327
Barking and Dagenham,E09000002,03/10/2020,16,1343
Barking and Dagenham,E09000002,04/10/2020,24,1367
Barking and Dagenham,E09000002,05/10/2020,22,1389
Barking and Dagenham,E09000002,06/10/2020,25,1414
Barking and Dagenham,E09000002,07/10/2020,31,1445
Barking and Dagenham,E09000002,08/10/2020,35,1480
Barking and Dagenham,E09000002,09/10/2020,50,1530
Barking and Dagenham,E09000002,10/10/2020,19,1549
Barking and Dagenham,E09000002,11/10/2020,17,1566
Barking and Dagenham,E09000002,12/10/2020,40,1606
Barking and Dagenham,E09000002,13/10/2020,20,1626
Barking and Dagenham,E09000002,14/10/2020,45,1671
Barking and Dagenham,E09000002,15/10/2020,31,1702
Barking and Dagenham,E09000002,16/10/2020,37,1739
Barking and Dagenham,E09000002,17/10/2020,24,1763
Barking and Dagenham,E09000002,18/10/2020,40,1803
Barking and Dagenham,E09000002,19/10/2020,50,1853
Barking and Dagenham,E09000002,20/10/2020,60,1913
Barking and Dagenham,E09000002,21/10/2020,50,1963
Barking and Dagenham,E09000002,22/10/2020,37,2000
Barking and Dagenham,E09000002,23/10/2020,50,2050
Barking and Dagenham,E09000002,24/10/2020,44,2094
Barking and Dagenham,E09000002,25/10/2020,35,2129
Barking and Dagenham,E09000002,26/10/2020,65,2194
Barking and Dagenham,E09000002,27/10/2020,45,2239
Barking and Dagenham,E09000002,28/10/2020,71,2310
Barking and Dagenham,E09000002,29/10/2020,62,2372
Barking and Dagenham,E09000002,30/10/2020,48,2420
Barking and Dagenham,E09000002,31/10/2020,32,2452
Barking and Dagenham,E09000002,01/11/2020,32,2484
Barking and Dagenham,E09000002,02/11/2020,87,2571
Barking and Dagenham,E09000002,03/11/2020,72,2643
Barking and Dagenham,E09000002,04/11/2020,78,2721
Barking and Dagenham,E09000002,05/11/2020,87,2808
Barking and Dagenham,E09000002,06/11/2020,78,2886
Barking and Dagenham,E09000002,07/11/2020,55,2941
Barking and Dagenham,E09000002,08/11/2020,23,2964
Barking and Dagenham,E09000002,09/11/2020,94,3058
Barking and Dagenham,E09000002,10/11/2020,91,3149
Barking and Dagenham,E09000002,11/11/2020,111,3260
Barking and Dagenham,E09000002,12/11/2020,73,3333
Barking and Dagenham,E09000002,13/11/2020,79,3412
Barking and Dagenham,E09000002,14/11/2020,54,3466
Barking and Dagenham,E09000002,15/11/2020,59,3525
Barking and Dagenham,E09000002,16/11/2020,103,3628
Barking and Dagenham,E09000002,17/11/2020,90,3718
Barking and Dagenham,E09000002,18/11/2020,79,3797
Barking and Dagenham,E09000002,19/11/2020,87,3884
Barking and Dagenham,E09000002,20/11/2020,70,3954
Barking and Dagenham,E09000002,21/11/2020,70,4024
Barking and Dagenham,E09000002,22/11/2020,54,4078
Barking and Dagenham,E09000002,23/11/2020,89,4167
Barking and Dagenham,E09000002,24/11/2020,78,4245
Barking and Dagenham,E09000002,25/11/2020,91,4336
Barking and Dagenham,E09000002,26/11/2020,75,4411
Barking and Dagenham,E09000002,27/11/2020,96,4507
Barking and Dagenham,E09000002,28/11/2020,64,4571
Barking and Dagenham,E09000002,29/11/2020,80,4651
Barking and Dagenham,E09000002,30/11/2020,110,4761
Barking and Dagenham,E09000002,01/12/2020,90,4851
Barking and Dagenham,E09000002,02/12/2020,125,4976
Barking and Dagenham,E09000002,03/12/2020,91,5067
Barking and Dagenham,E09000002,04/12/2020,86,5153
Barking and Dagenham,E09000002,05/12/2020,97,5250
Barking and Dagenham,E09000002,06/12/2020,123,5373
Barking and Dagenham,E09000002,07/12/2020,124,5497
Barking and Dagenham,E09000002,08/12/2020,136,5633
Barking and Dagenham,E09000002,09/12/2020,166,5799
Barking and Dagenham,E09000002,10/12/2020,210,6009
Barking and Dagenham,E09000002,11/12/2020,236,6245
Barking and Dagenham,E09000002,12/12/2020,168,6413
Barking and Dagenham,E09000002,13/12/2020,200,6613
Barking and Dagenham,E09000002,14/12/2020,319,6932
Barking and Dagenham,E09000002,15/12/2020,322,7254
Barking and Dagenham,E09000002,16/12/2020,336,7590
Barking and Dagenham,E09000002,17/12/2020,360,7950
Barking and Dagenham,E09000002,18/12/2020,420,8370
Barking and Dagenham,E09000002,19/12/2020,241,8611
Barking and Dagenham,E09000002,20/12/2020,285,8896
Barking and Dagenham,E09000002,21/12/2020,396,9292
Barking and Dagenham,E09000002,22/12/2020,403,9695
Barking and Dagenham,E09000002,23/12/2020,331,10026
Barking and Dagenham,E09000002,24/12/2020,286,10312
Barking and Dagenham,E09000002,25/12/2020,145,10457
Barking and Dagenham,E09000002,26/12/2020,410,10867
Barking and Dagenham,E09000002,27/12/2020,473,11340
Barking and Dagenham,E09000002,28/12/2020,405,11745
Barking and Dagenham,E09000002,29/12/2020,742,12487
Barking and Dagenham,E09000002,30/12/2020,599,13086
Barking and Dagenham,E09000002,31/12/2020,487,13573
Barking and Dagenham,E09000002,01/01/2021,216,13789
Barking and Dagenham,E09000002,02/01/2021,558,14347
Barking and Dagenham,E09000002,03/01/2021,431,14778
Barking and Dagenham,E09000002,04/01/2021,627,15405
Barking and Dagenham,E09000002,05/01/2021,565,15970
Barking and Dagenham,E09000002,06/01/2021,481,16451
Barking and Dagenham,E09000002,07/01/2021,418,16869
Barking and Dagenham,E09000002,08/01/2021,409,17278
Barking and Dagenham,E09000002,09/01/2021,304,17582
Barking and Dagenham,E09000002,10/01/2021,233,17815
Barking and Dagenham,E09000002,11/01/2021,391,18206
Barking and Dagenham,E09000002,12/01/2021,338,18544
Barking and Dagenham,E09000002,13/01/2021,288,18832
Barking and Dagenham,E09000002,14/01/2021,272,19104
Barking and Dagenham,E09000002,15/01/2021,258,19362
Barking and Dagenham,E09000002,16/01/2021,208,19570
Barking and Dagenham,E09000002,17/01/2021,139,19709
Barking and Dagenham,E09000002,18/01/2021,260,19969
Barking and Dagenham,E09000002,19/01/2021,228,20197
Barking and Dagenham,E09000002,20/01/2021,212,20409
Barking and Dagenham,E09000002,21/01/2021,172,20581
Barking and Dagenham,E09000002,22/01/2021,174,20755
Barking and Dagenham,E09000002,23/01/2021,127,20882
Barking and Dagenham,E09000002,24/01/2021,90,20972
Barking and Dagenham,E09000002,25/01/2021,130,21102
Barking and Dagenham,E09000002,26/01/2021,143,21245
Barking and Dagenham,E09000002,27/01/2021,138,21383
Barking and Dagenham,E09000002,28/01/2021,118,21501
Barking and Dagenham,E09000002,29/01/2021,86,21587
Barking and Dagenham,E09000002,30/01/2021,65,21652
Barking and Dagenham,E09000002,31/01/2021,54,21706
Barking and Dagenham,E09000002,01/02/2021,92,21798
Barking and Dagenham,E09000002,02/02/2021,94,21892
Barking and Dagenham,E09000002,03/02/2021,88,21980
Barking and Dagenham,E09000002,04/02/2021,75,22055
Barking and Dagenham,E09000002,05/02/2021,49,22104
Barking and Dagenham,E09000002,06/02/2021,41,22145
Barking and Dagenham,E09000002,07/02/2021,9,22154
Barnet,E09000003,31/01/2020,0,0
Barnet,E09000003,01/02/2020,0,0
Barnet,E09000003,02/02/2020,0,0
Barnet,E09000003,03/02/2020,0,0
Barnet,E09000003,04/02/2020,0,0
Barnet,E09000003,05/02/2020,0,0
Barnet,E09000003,06/02/2020,0,0
Barnet,E09000003,07/02/2020,0,0
Barnet,E09000003,08/02/2020,0,0
Barnet,E09000003,09/02/2020,0,0
Barnet,E09000003,10/02/2020,0,0
Barnet,E09000003,11/02/2020,0,0
Barnet,E09000003,12/02/2020,0,0
Barnet,E09000003,13/02/2020,0,0
Barnet,E09000003,14/02/2020,0,0
Barnet,E09000003,15/02/2020,0,0
Barnet,E09000003,16/02/2020,0,0
Barnet,E09000003,17/02/2020,0,0
Barnet,E09000003,18/02/2020,0,0
Barnet,E09000003,19/02/2020,0,0
Barnet,E09000003,20/02/2020,0,0
Barnet,E09000003,21/02/2020,0,0
Barnet,E09000003,22/02/2020,0,0
Barnet,E09000003,23/02/2020,0,0
Barnet,E09000003,24/02/2020,0,0
Barnet,E09000003,25/02/2020,0,0
Barnet,E09000003,26/02/2020,0,0
Barnet,E09000003,27/02/2020,1,1
Barnet,E09000003,28/02/2020,0,1
Barnet,E09000003,29/02/2020,0,1
Barnet,E09000003,01/03/2020,0,1
Barnet,E09000003,02/03/2020,0,1
Barnet,E09000003,03/03/2020,0,1
Barnet,E09000003,04/03/2020,4,5
Barnet,E09000003,05/03/2020,1,6
Barnet,E09000003,06/03/2020,1,7
Barnet,E09000003,07/03/2020,0,7
Barnet,E09000003,08/03/2020,1,8
Barnet,E09000003,09/03/2020,3,11
Barnet,E09000003,10/03/2020,3,14
Barnet,E09000003,11/03/2020,11,25
Barnet,E09000003,12/03/2020,5,30
Barnet,E09000003,13/03/2020,6,36
Barnet,E09000003,14/03/2020,6,42
Barnet,E09000003,15/03/2020,10,52
Barnet,E09000003,16/03/2020,11,63
Barnet,E09000003,17/03/2020,7,70
Barnet,E09000003,18/03/2020,14,84
Barnet,E09000003,19/03/2020,26,110
Barnet,E09000003,20/03/2020,21,131
Barnet,E09000003,21/03/2020,18,149
Barnet,E09000003,22/03/2020,26,175
Barnet,E09000003,23/03/2020,31,206
Barnet,E09000003,24/03/2020,38,244
Barnet,E09000003,25/03/2020,46,290
Barnet,E09000003,26/03/2020,55,345
Barnet,E09000003,27/03/2020,54,399
Barnet,E09000003,28/03/2020,34,433
Barnet,E09000003,29/03/2020,31,464
Barnet,E09000003,30/03/2020,42,506
Barnet,E09000003,31/03/2020,48,554
Barnet,E09000003,01/04/2020,37,591
Barnet,E09000003,02/04/2020,65,656
Barnet,E09000003,03/04/2020,37,693
Barnet,E09000003,04/04/2020,38,731
Barnet,E09000003,05/04/2020,40,771
Barnet,E09000003,06/04/2020,38,809
Barnet,E09000003,07/04/2020,46,855
Barnet,E09000003,08/04/2020,49,904
Barnet,E09000003,09/04/2020,34,938
Barnet,E09000003,10/04/2020,21,959
Barnet,E09000003,11/04/2020,20,979
Barnet,E09000003,12/04/2020,18,997
Barnet,E09000003,13/04/2020,23,1020
Barnet,E09000003,14/04/2020,21,1041
Barnet,E09000003,15/04/2020,24,1065
Barnet,E09000003,16/04/2020,20,1085
Barnet,E09000003,17/04/2020,21,1106
Barnet,E09000003,18/04/2020,15,1121
Barnet,E09000003,19/04/2020,21,1142
Barnet,E09000003,20/04/2020,14,1156
Barnet,E09000003,21/04/2020,27,1183
Barnet,E09000003,22/04/2020,11,1194
Barnet,E09000003,23/04/2020,19,1213
Barnet,E09000003,24/04/2020,17,1230
Barnet,E09000003,25/04/2020,11,1241
Barnet,E09000003,26/04/2020,17,1258
Barnet,E09000003,27/04/2020,20,1278
Barnet,E09000003,28/04/2020,25,1303
Barnet,E09000003,29/04/2020,17,1320
Barnet,E09000003,30/04/2020,19,1339
Barnet,E09000003,01/05/2020,10,1349
Barnet,E09000003,02/05/2020,9,1358
Barnet,E09000003,03/05/2020,6,1364
Barnet,E09000003,04/05/2020,12,1376
Barnet,E09000003,05/05/2020,12,1388
Barnet,E09000003,06/05/2020,10,1398
Barnet,E09000003,07/05/2020,13,1411
Barnet,E09000003,08/05/2020,7,1418
Barnet,E09000003,09/05/2020,5,1423
Barnet,E09000003,10/05/2020,8,1431
Barnet,E09000003,11/05/2020,6,1437
Barnet,E09000003,12/05/2020,11,1448
Barnet,E09000003,13/05/2020,16,1464
Barnet,E09000003,14/05/2020,5,1469
Barnet,E09000003,15/05/2020,5,1474
Barnet,E09000003,16/05/2020,2,1476
Barnet,E09000003,17/05/2020,6,1482
Barnet,E09000003,18/05/2020,9,1491
Barnet,E09000003,19/05/2020,7,1498
Barnet,E09000003,20/05/2020,10,1508
Barnet,E09000003,21/05/2020,8,1516
Barnet,E09000003,22/05/2020,3,1519
Barnet,E09000003,23/05/2020,1,1520
Barnet,E09000003,24/05/2020,2,1522
Barnet,E09000003,25/05/2020,1,1523
Barnet,E09000003,26/05/2020,4,1527
Barnet,E09000003,27/05/2020,9,1536
Barnet,E09000003,28/05/2020,4,1540
Barnet,E09000003,29/05/2020,3,1543
Barnet,E09000003,30/05/2020,1,1544
Barnet,E09000003,31/05/2020,1,1545
Barnet,E09000003,01/06/2020,1,1546
Barnet,E09000003,02/06/2020,3,1549
Barnet,E09000003,03/06/2020,3,1552
Barnet,E09000003,04/06/2020,1,1553
Barnet,E09000003,05/06/2020,1,1554
Barnet,E09000003,06/06/2020,2,1556
Barnet,E09000003,07/06/2020,2,1558
Barnet,E09000003,08/06/2020,1,1559
Barnet,E09000003,09/06/2020,0,1559
Barnet,E09000003,10/06/2020,2,1561
Barnet,E09000003,11/06/2020,1,1562
Barnet,E09000003,12/06/2020,1,1563
Barnet,E09000003,13/06/2020,2,1565
Barnet,E09000003,14/06/2020,0,1565
Barnet,E09000003,15/06/2020,2,1567
Barnet,E09000003,16/06/2020,2,1569
Barnet,E09000003,17/06/2020,2,1571
Barnet,E09000003,18/06/2020,1,1572
Barnet,E09000003,19/06/2020,0,1572
Barnet,E09000003,20/06/2020,0,1572
Barnet,E09000003,21/06/2020,1,1573
Barnet,E09000003,22/06/2020,0,1573
Barnet,E09000003,23/06/2020,0,1573
Barnet,E09000003,24/06/2020,0,1573
Barnet,E09000003,25/06/2020,2,1575
Barnet,E09000003,26/06/2020,3,1578
Barnet,E09000003,27/06/2020,0,1578
Barnet,E09000003,28/06/2020,1,1579
Barnet,E09000003,29/06/2020,3,1582
Barnet,E09000003,30/06/2020,1,1583
Barnet,E09000003,01/07/2020,2,1585
Barnet,E09000003,02/07/2020,2,1587
Barnet,E09000003,03/07/2020,1,1588
Barnet,E09000003,04/07/2020,1,1589
Barnet,E09000003,05/07/2020,4,1593
Barnet,E09000003,06/07/2020,1,1594
Barnet,E09000003,07/07/2020,2,1596
Barnet,E09000003,08/07/2020,1,1597
Barnet,E09000003,09/07/2020,3,1600
Barnet,E09000003,10/07/2020,1,1601
Barnet,E09000003,11/07/2020,2,1603
Barnet,E09000003,12/07/2020,4,1607
Barnet,E09000003,13/07/2020,9,1616
Barnet,E09000003,14/07/2020,1,1617
Barnet,E09000003,15/07/2020,7,1624
Barnet,E09000003,16/07/2020,0,1624
Barnet,E09000003,17/07/2020,4,1628
Barnet,E09000003,18/07/2020,5,1633
Barnet,E09000003,19/07/2020,2,1635
Barnet,E09000003,20/07/2020,2,1637
Barnet,E09000003,21/07/2020,2,1639
Barnet,E09000003,22/07/2020,7,1646
Barnet,E09000003,23/07/2020,4,1650
Barnet,E09000003,24/07/2020,2,1652
Barnet,E09000003,25/07/2020,5,1657
Barnet,E09000003,26/07/2020,0,1657
Barnet,E09000003,27/07/2020,8,1665
Barnet,E09000003,28/07/2020,8,1673
Barnet,E09000003,29/07/2020,5,1678
Barnet,E09000003,30/07/2020,9,1687
Barnet,E09000003,31/07/2020,3,1690
Barnet,E09000003,01/08/2020,4,1694
Barnet,E09000003,02/08/2020,7,1701
Barnet,E09000003,03/08/2020,2,1703
Barnet,E09000003,04/08/2020,2,1705
Barnet,E09000003,05/08/2020,4,1709
Barnet,E09000003,06/08/2020,5,1714
Barnet,E09000003,07/08/2020,9,1723
